,Unnamed: 0,Unnamed: 0.1,Composer,clusters,Number_of_Pitches,Number_of_Common_Pitches,Range,Dominant_Spread,Strong_Tonal_Centres,Pitch_Variability,Pitch_Skewness,Pitch_Kurtosis,Most_Common_Melodic_Interval,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Vertical_Dissonance_Ratio,Non-Standard_Chords,Complex_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Mean_Rhythmic_Value,Rhythmic_Value_Variability,Complete_Rests_Fraction,Rhythmic_Variability_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Note_Density,Note_Density_Variability,Strongest_Rhythmic_Pulse,Rhythmic_Variability,Polyrhythms,Number_of_Pitched_Instruments,Voice_Equality_-_Number_of_Notes,Parallel_Motion,Similar_Motion,Contrary_Motion,Oblique_Motion,Average_Note_to_Note_Change_in_Dynamics
0,0,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv136_(c)maclean.mid,5.0,1,39.0,1.0,45.0,6.0,2.0,7.798999999999999,-0.4619,5.818,2.0,0.2048,0.07542,0.2637,0.7120000000000001,0.527,1.802,4.37,4.7189999999999985,0.1048,0.269,0.001383,4.0,4.0,2.0,0.6022,0.6136,0.03775,0.02433,0.3,10.32,3.9,46.0,0.03377,0.6,3.0,198.3,0.052410000000000005,0.1234,0.1775,0.6467,0.07873
1,1,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv137_(c)mccoy.mid,5.0,1,40.0,0.0,48.0,6.0,2.0,10.95,-0.4296,5.1160000000000005,2.0,0.3745,0.07644,0.1927,0.5161,0.5446,1.548,5.306,4.683,0.1221,0.2789,0.001338,4.0,4.0,2.0,0.6374,0.6351,0.04483,0.02287,0.2,9.368,3.507,53.0,0.025480000000000003,0.25,8.0,302.1,0.06334,0.1919,0.1484,0.5963,0.0
2,2,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv137_(fenske).mid,5.0,1,83.0,0.0,103.0,6.0,2.0,23.45,-0.1481,5.41,2.0,0.3413,0.07207000000000001,0.1961,0.5402,0.5551,1.659,5.494,4.58,0.2567,0.6438,0.5281,4.0,4.0,2.0,0.6319,0.6221,0.04142,0.0226,0.2,23.27,8.352,53.0,0.02517,0.25,5.0,289.4,0.2068,0.1524,0.1173,0.5235,0.0
3,3,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv137_(mccloskey).mid,5.0,1,40.0,1.0,48.0,6.0,2.0,9.942,-0.6082,5.8039999999999985,2.0,0.3502,0.07492,0.1892,0.5516,0.4229,1.696,5.563,4.57,0.1246,0.2252,0.0,4.0,4.0,2.0,0.5421,0.5409,0.1148,0.02425,0.2,7.646,2.775,52.0,0.02711,0.25,3.0,400.6,0.06905,0.1808,0.1387,0.6115,0.0
4,4,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv139_(c)mccoy.mid,5.0,1,42.0,0.0,45.0,7.0,2.0,9.419,-0.2435,5.5120000000000005,2.0,0.4366,0.04837,0.1037,0.2815,0.4876,1.4269999999999998,10.44,5.502999999999999,0.1383,0.2353,0.03192,4.0,4.0,1.0,0.6664,1.169,0.09982,0.007201000000000002,0.0625,7.207000000000002,3.585,41.0,0.007301999999999999,0.3889,9.0,558.8,0.04042,0.2321,0.07811,0.6494,0.0
5,5,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv139_(luquet).mid,5.0,0,41.0,0.0,45.0,7.0,2.0,8.783,-0.4797,5.757999999999999,2.0,0.3798,0.07289,0.1669,0.4391,0.4576,1.795,7.495,4.9430000000000005,0.12,0.2021,0.01869,4.0,4.0,1.0,0.6065,0.8044,0.01031,0.02435,0.2,6.021,2.85,72.0,0.03173,0.3333,2.0,0.0,0.03945,0.1102,0.1195,0.7309,0.004488000000000001
6,6,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv140_(c)maclean.mid,5.0,0,45.0,0.0,48.0,7.0,3.0,9.082,-0.5363,5.822,2.0,0.2993,0.07245,0.2516,0.5983,0.5122,1.681,5.54,5.029,0.07873,0.1886,0.002577,4.0,4.0,2.0,0.5832,0.736,0.06791,0.02285,0.3,12.32,6.239,77.0,0.02969,0.3333,2.0,133.8,0.0844,0.1404,0.1284,0.6468,0.0925
7,7,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv141_(c)maclean.mid,5.0,0,40.0,1.0,43.0,7.0,2.0,8.593,-0.1557,5.5379999999999985,2.0,0.2201,0.03777,0.2722,0.6845,0.5093,1.591,3.99,4.854,0.111,0.2301,0.002694,4.0,4.0,2.0,0.6423,0.7498,0.0597,0.02335,0.2,8.059,4.449,74.0,0.029910000000000006,0.3333,3.0,111.4,0.03447,0.1104,0.1061,0.7490000000000001,0.0799
8,8,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv142_(c)maclean.mid,5.0,1,45.0,0.0,46.0,4.0,2.0,8.926,-0.3492,5.537000000000001,2.0,0.3221,0.07297000000000001,0.2809,0.5762,0.5072,1.59,4.949,5.176,0.1645,0.285,0.0016829999999999998,4.0,4.0,3.0,0.7819,0.8277,0.05439,0.0271,0.6,6.894,3.085,51.0,0.03024,0.5,1.0,328.9,0.04645,0.1172,0.1393,0.6970000000000001,0.1184
9,9,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv143_(mccloskey).mid,5.0,0,36.0,3.0,44.0,4.0,2.0,9.566,-0.3339,5.8870000000000005,2.0,0.3622,0.1811,0.2755,0.5651,0.4953,1.554,4.341,3.815,0.1519,0.1734,0.0,4.0,2.0,1.0,0.9391,0.9099,0.01325,0.0348,0.4,5.436,2.623,63.0,0.0348,0.4,1.0,97.53,0.09005,0.1327,0.1359,0.6414,0.0
10,10,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv143_(unknown).mid,5.0,0,60.0,0.0,67.0,4.0,1.0,14.43,-0.5874,5.905,2.0,0.3779,0.06079,0.1074,0.2381,0.5771,2.505,27.0,4.84,0.0999,0.1581,0.0,4.0,4.0,2.0,0.6588,0.7988,0.05295,0.028010000000000004,0.6,9.145,3.906,52.0,0.03114,0.5,1.0,0.0,0.1451,0.1012,0.1089,0.6449,0.0
11,11,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv144_(mccloskey).mid,5.0,0,30.0,2.0,43.0,6.0,2.0,8.293,-0.331,5.749,2.0,0.2716,0.05038,0.2075,0.6012,0.4883,1.479,4.202,5.1370000000000005,0.1099,0.1979,0.0,4.0,2.0,1.0,1.06,0.8935,0.00463,0.034789999999999995,0.4,6.165,1.709,68.0,0.03477,0.4,1.0,52.96,0.03869,0.1265,0.1734,0.6615,0.0
12,12,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv145_(c)maclean.mid,5.0,0,43.0,0.0,48.0,6.0,2.0,10.41,-0.1988,5.147,2.0,0.3167,0.07153999999999999,0.206,0.601,0.5045,1.3430000000000002,3.909,4.25,0.12,0.2309,0.003753,4.0,4.0,2.0,0.5797,0.8723,0.059420000000000014,0.02428,0.4,7.06,2.537,73.0,0.03175,0.3333,3.0,153.6,0.02436,0.1286,0.1337,0.7134,0.01101
13,13,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv145_(c)mccoy.mid,5.0,1,51.0,0.0,60.0,7.0,2.0,9.59,-0.3887,6.19,2.0,0.3343,0.02011,0.1506,0.4808,0.4996,1.6669999999999998,8.495,4.734,0.1104,0.2175,0.005872,4.0,4.0,1.0,0.4898,0.7697,0.07109,0.0215,0.3,15.0,6.198,187.0,0.02424,0.125,7.0,454.6,0.1044,0.17,0.103,0.6226,0.0
14,14,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv146_(c)maclean.mid,5.0,1,41.0,0.0,45.0,6.0,2.0,9.137,0.02448,5.2810000000000015,2.0,0.3084,0.09653,0.2511,0.5888,0.5162,1.436,4.398,4.062,0.1481,0.2727,0.0075299999999999985,4.0,4.0,1.0,0.5820000000000001,0.8296,0.09675,0.02367,0.2,9.222,5.109,41.0,0.02868,0.4286,4.0,295.3,0.07586,0.08692000000000001,0.1189,0.7184,0.2389
15,15,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv147_(c)maclean.mid,5.0,0,31.0,1.0,47.0,7.0,2.0,8.702,-0.5522,5.875,2.0,0.2251,0.02922,0.2709,0.6454,0.4815,1.5590000000000002,4.302,5.061,0.1023,0.2422,0.002573,4.0,4.0,1.0,1.009,1.084,0.055720000000000006,0.02858,0.4,6.549,3.948,76.0,0.03639,0.6667,3.0,79.98,0.03525,0.123,0.1598,0.682,0.02031
16,16,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv148_(c)maclean.mid,5.0,1,44.0,1.0,46.0,6.0,2.0,8.96,-0.4768,5.55,2.0,0.2932,0.08843,0.2588,0.5993,0.5076,1.53,4.394,4.936,0.1169,0.2676,0.00105,4.0,4.0,2.0,0.9836,1.351,0.0322,0.02429,0.3,7.069,4.419,85.0,0.02919,0.2857,4.0,209.3,0.04917,0.1322,0.1308,0.6879,0.1113
17,17,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv149_(c)maclean.mid,5.0,1,46.0,0.0,48.0,4.0,2.0,9.708,-0.5103,5.34,2.0,0.262,0.08819,0.2583,0.6406,0.5188,1.63,4.574,4.513,0.109,0.2602,0.0008172,12.0,8.0,3.0,1.148,1.393,0.07264,0.02565,0.2,7.711,3.688,70.0,0.02328,0.1667,5.0,336.0,0.07502,0.1122,0.08521000000000001,0.7276,0.1539
18,18,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv150_(c)maclean.mid,5.0,0,42.0,0.0,46.0,4.0,2.0,9.089,-0.2108,5.3820000000000014,2.0,0.3437,0.06169,0.2092,0.5047,0.4942,1.398,4.567,4.883,0.07427,0.1712,0.001895,4.0,4.0,3.0,0.8227,0.6961,0.06838999999999999,0.02864,0.4,9.867,5.6320000000000014,55.0,0.03057,0.5,4.0,169.1,0.06799,0.1331,0.1709,0.628,0.2844
19,19,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv151_(c)maclean.mid,5.0,0,39.0,0.0,44.0,7.0,2.0,8.857999999999997,0.05027,5.369,2.0,0.3354,0.07781,0.2167,0.5078,0.513,1.483,5.309,4.325,0.1203,0.2209,1.073e-05,4.0,4.0,1.0,0.6227,0.763,0.06077000000000001,0.02254,0.2,9.541,4.769,73.0,0.02926,0.3333,3.0,131.7,0.03363,0.09362,0.09015,0.7826,0.04188
20,20,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv152_(c)maclean.mid,5.0,0,42.0,1.0,45.0,6.0,2.0,8.847999999999997,-0.4842,5.591,2.0,0.1513,0.0242,0.3097,0.7725,0.4977,2.05,5.194,5.6370000000000005,0.117,0.3021,0.0,4.0,4.0,3.0,0.895,0.9552,0.02362,0.02668,0.3333,7.449,3.179,72.0,0.0342,0.5,2.0,76.34,0.05685,0.09815,0.1822,0.6628,0.1437
21,21,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv153_(c)maclean.mid,5.0,1,42.0,1.0,45.0,4.0,1.0,9.337,-0.3015,5.605,2.0,0.3087,0.1268,0.2792,0.5844,0.5103,1.659,4.7360000000000015,4.68,0.1044,0.232,0.0003612,4.0,4.0,3.0,0.6338,0.804,0.06551,0.0247,0.2,11.71,5.992000000000001,54.0,0.02766,0.25,3.0,206.0,0.09667,0.1154,0.1486,0.6393,0.1649
22,22,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv154_(c)maclean.mid,5.0,0,26.0,2.0,40.0,7.0,2.0,8.517999999999999,-0.2996,5.7639999999999985,2.0,0.1925,0.02804,0.2355,0.6916,0.4846,1.469,3.98,4.356,0.09859,0.1483,0.0,4.0,4.0,1.0,0.3785,0.321,0.2059,0.02425,0.3,7.4129999999999985,3.642,73.0,0.031810000000000005,0.3333,2.0,72.52,0.1125,0.2813,0.1662,0.4399,0.0
23,23,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv155_(c)maclean.mid,5.0,1,43.0,0.0,46.0,6.0,2.0,9.212,-0.2991,5.497000000000001,2.0,0.4203,0.08928,0.2051,0.4366,0.506,1.5419999999999998,5.556,4.732,0.1083,0.2103,0.008705,4.0,4.0,2.0,0.6593,0.807,0.062179999999999985,0.02287,0.4,7.129,2.978,81.0,0.027860000000000003,0.2857,3.0,194.6,0.03607,0.1119,0.09836,0.7536,0.1314
24,24,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv156_(c)maclean.mid,5.0,0,45.0,1.0,48.0,7.0,2.0,8.494,-0.416,6.2410000000000005,2.0,0.3506,0.09764,0.2057,0.5281,0.4838,1.62,5.433,4.749,0.1016,0.2317,0.0,4.0,4.0,3.0,0.6349,0.9427,0.06267,0.02361,0.3,9.784,4.994,79.0,0.02874,0.2857,3.0,153.3,0.04112,0.1151,0.08338,0.7604,0.06665
25,25,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv156_(c)mccoy.mid,5.0,1,52.0,1.0,60.0,7.0,2.0,8.986,-0.4112,7.256,2.0,0.452,0.01734,0.1235,0.2993,0.4783,1.813,10.43,5.521,0.1181,0.2258,0.001036,4.0,4.0,4.0,0.5355,0.8506,0.0538,0.0232,0.4,9.54,5.5139999999999985,92.0,0.02621,0.375,17.0,289.4,0.05759,0.1295,0.0929,0.72,0.0
26,26,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv157_(c)mccoy.mid,5.0,0,35.0,3.0,48.0,3.0,2.0,7.777,-0.2686,5.9670000000000005,2.0,0.3672,0.05889,0.179,0.4007,0.6086,1.6909999999999998,6.981,3.207,0.1081,0.2311,0.05685,4.0,4.0,1.0,0.7176,1.092,0.0183,0.021730000000000003,0.3,10.71,3.8,87.0,0.02647,0.2857,4.0,166.3,0.02358,0.07901,0.05425,0.8432,0.07318999999999999
27,27,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv157_(fenske).mid,5.0,1,81.0,0.0,103.0,6.0,2.0,17.14,-0.002929,5.917999999999998,2.0,0.3928,0.1103,0.1657,0.4241,0.6287,1.883,7.455,3.861,0.1607,0.4976,0.3269,4.0,4.0,1.0,0.6229,0.8331,0.01704,0.02402,0.3,23.58,7.912000000000001,89.0,0.027260000000000003,0.25,5.0,395.2,0.1647,0.1271,0.07135,0.6369,0.04487
28,28,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv158_(c)maclean.mid,5.0,0,36.0,0.0,43.0,6.0,3.0,8.401,-0.2914,5.69,2.0,0.2437,0.0463,0.2887,0.6695,0.4916,1.642,4.317,5.214,0.1315,0.2104,0.003533,4.0,4.0,2.0,0.7232,0.7101,0.05341,0.02674,0.2,7.023,2.909,51.0,0.02997,0.25,1.0,175.4,0.05073,0.1212,0.1815,0.6466,0.012819999999999998
29,29,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv159_(c)maclean.mid,5.0,1,37.0,0.0,48.0,4.0,3.0,9.185,-0.2806,5.33,2.0,0.2654,0.07586,0.2888,0.6314,0.5069,1.663,4.72,4.9030000000000005,0.09771,0.2451,0.005124,4.0,4.0,3.0,0.6472,0.6514,0.05907,0.02424,0.4,10.05,4.9460000000000015,82.0,0.02913,0.4286,4.0,180.0,0.06742000000000001,0.1122,0.1583,0.6621,0.2156
30,30,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv160_(c)maclean.mid,5.0,1,39.0,0.0,43.0,4.0,2.0,9.169,-0.7337,5.242000000000001,2.0,0.3182,0.07365,0.2534,0.5887,0.4885,1.604,4.535,4.962,0.1387,0.2954,0.0,3.0,4.0,1.0,0.6274,0.6069,0.02122,0.02499,0.4,6.255,1.949,64.0,0.03556,0.4,2.0,269.0,0.06224,0.1022,0.1628,0.6727,0.01896
31,31,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv161_(c)mccoy.mid,5.0,1,40.0,1.0,44.0,6.0,2.0,9.268,-0.7128,5.604,2.0,0.2582,0.004520000000000001,0.1582,0.4667,0.4904,1.536,9.261,5.079,0.1201,0.3427,0.002868,3.0,2.0,1.0,1.533,1.587,0.006755,0.03367,0.4,7.462999999999999,3.192,66.0,0.03308,0.4,8.0,184.9,0.0394,0.07792,0.1108,0.7718,0.0
32,32,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv161_(mccloskey).mid,5.0,1,40.0,1.0,44.0,3.0,2.0,9.502,-0.1229,5.73,2.0,0.3292,0.1584,0.2252,0.5787,0.4806,1.61,5.332999999999998,4.194,0.14400000000000002,0.3301,0.0,3.0,2.0,1.0,1.334,1.171,0.005376,0.03271,0.4,5.169,1.737,57.0,0.03614,0.5,1.0,205.7,0.03953,0.08726,0.1219,0.7513,0.0
33,33,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv164_(c)maclean.mid,5.0,0,35.0,1.0,46.0,6.0,3.0,7.911,0.01093,5.806,2.0,0.2814,0.04881,0.2399,0.6085,0.5022,1.825,5.086,4.555,0.168,0.2389,0.0,4.0,4.0,1.0,0.4687,0.7461,0.06964,0.02162,0.2,4.805,2.002,62.0,0.03108,0.4,1.0,115.5,0.0354,0.1125,0.07332000000000001,0.7788,0.0
34,34,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv171_(c)mccoy.mid,5.0,0,29.0,0.0,39.0,6.0,2.0,7.956,-0.1633,5.372999999999998,2.0,0.4559,0.156,0.08591,0.2758,0.4920000000000001,2.295,16.93,5.165,0.0833,0.1926,0.0,4.0,4.0,2.0,0.3702,0.4654,0.16699999999999998,0.02368,0.3,20.15,11.56,192.0,0.02662,0.5,5.0,123.1,0.05766,0.2405,0.1993,0.5025,0.0
35,35,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv174_(c)mccoy.mid,5.0,1,39.0,1.0,48.0,6.0,2.0,9.612,-0.2266,5.558,2.0,0.4632,0.08045,0.1199,0.3007,0.524,1.641,7.4929999999999986,4.414,0.08435,0.1548,0.0,12.0,8.0,1.0,0.8119,0.6986,0.1119,0.03484,0.6,22.31,6.204,69.0,0.02725,0.25,6.0,296.4,0.04377,0.1365,0.1565,0.6632,0.0
36,36,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv174_(cooke).mid,5.0,1,47.0,0.0,60.0,7.0,2.0,12.12,-0.7271,5.5870000000000015,2.0,0.45,0.08201,0.1237,0.3083,0.5215,1.642,7.147,4.498,0.09805,0.1569,0.0,12.0,8.0,2.0,0.9097,0.7303,0.03607,0.03492,0.6,10.67,2.2230000000000003,71.0,0.03883,0.25,7.0,305.6,0.1439,0.1372,0.1263,0.5926,0.02162
37,37,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv177_(mccloskey).mid,5.0,0,36.0,0.0,44.0,5.0,1.0,9.573,-0.2151,5.675,2.0,0.2791,0.09884,0.2485,0.6439,0.5306,1.896,4.982,4.747,0.1142,0.264,0.0,4.0,2.0,1.0,1.764,1.365,0.0,0.03705,0.4,4.668,1.104,68.0,0.03697,0.4,1.0,114.3,0.0467,0.0696,0.131,0.7527,0.0
38,38,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv178_(mccloskey).mid,5.0,0,35.0,0.0,41.0,7.0,2.0,9.01,-0.3305,5.602,2.0,0.1412,0.04962,0.3263,0.7805,0.498,2.084,4.916,4.7330000000000005,0.1436,0.2337,0.002801,4.0,4.0,1.0,0.9015,0.8664,0.05265,0.02901,0.4,4.227,1.671,42.0,0.0339,0.75,4.0,9.179,0.04871,0.1232,0.1304,0.6977,0.0
39,39,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv180_(mccloskey).mid,5.0,0,36.0,2.0,40.0,6.0,2.0,7.334,-0.3693,6.0120000000000005,2.0,0.2081,0.1074,0.2644,0.7020000000000001,0.4436,1.868,4.68,4.645,0.1324,0.1928,0.001212,4.0,4.0,1.0,0.7974,0.7643,0.03625,0.02895,0.6,4.479,1.081,77.0,0.03712,0.6667,3.0,90.8,0.0512,0.1129,0.1296,0.7064,0.0
40,40,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv183_(mccloskey).mid,5.0,0,39.0,0.0,43.0,6.0,2.0,8.05,-0.1155,5.532,2.0,0.1856,0.07702,0.3182,0.7689,0.4993,2.071,4.705,4.773,0.124,0.2355,0.0,4.0,4.0,1.0,0.7045,0.7607,0.03461,0.02719,0.4,5.944,1.702,44.0,0.032010000000000004,0.75,5.0,53.08,0.052410000000000005,0.1551,0.1209,0.6717,0.0
41,41,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv184_(c)mccoy.mid,5.0,0,37.0,1.0,47.0,6.0,3.0,8.957,-0.6343,6.398,2.0,0.2065,0.04672,0.2586,0.696,0.5021,1.703,4.815,4.396,0.1293,0.2802,0.0,4.0,4.0,1.0,0.7179,0.8779,0.002648,0.02033,0.2,7.732,3.128,68.0,0.02694,0.4,5.0,166.1,0.03751,0.08598,0.09636,0.7802,0.0
42,42,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv184_(mccloskey).mid,5.0,0,37.0,1.0,47.0,6.0,2.0,8.407,-0.6756,6.412000000000001,2.0,0.2015,0.06142,0.3071,0.7371,0.5052,1.811,4.345,4.618,0.1491,0.2426,0.0,4.0,4.0,1.0,0.7163,0.7285,0.03508,0.025960000000000004,0.2,4.638,1.211,70.0,0.03361,0.3333,5.0,82.81,0.03915,0.1219,0.1228,0.7162,0.0
43,43,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv185_(mccloskey).mid,5.0,0,31.0,1.0,40.0,7.0,2.0,8.796,-0.05985,5.595,2.0,0.1746,0.053520000000000005,0.2986,0.7634,0.506,1.836,4.049,4.09,0.1305,0.2326,0.0,4.0,4.0,1.0,0.7406,0.6037,0.04937,0.02599,0.6,4.085,1.214,65.0,0.03568,0.6667,2.0,24.66,0.02559,0.1122,0.1437,0.7185,0.0
44,44,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv186_(mccloskey).mid,5.0,0,31.0,1.0,43.0,7.0,2.0,8.968,-0.6916,5.627999999999999,2.0,0.2283,0.08504,0.252,0.6772,0.4871,1.804,4.413,4.717,0.1056,0.1737,0.0,4.0,4.0,1.0,0.7347,0.8112,0.07376,0.02552,0.2,5.806,2.2880000000000003,49.0,0.02664,0.3333,3.0,53.48,0.04036,0.1927,0.1354,0.6315,0.0
45,45,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv187_(mccloskey).mid,5.0,0,32.0,1.0,41.0,7.0,2.0,7.676,-0.09518,5.626,2.0,0.1967,0.09557,0.2853,0.759,0.4686,2.003,4.353,5.56,0.1308,0.2165,0.0,4.0,4.0,1.0,0.627,0.6246,0.03888,0.02532,0.2,4.03,1.301,55.0,0.04029,0.5,2.0,0.0,0.04783,0.1391,0.1391,0.6739,0.0
46,46,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv188_(mccloskey).mid,5.0,1,41.0,1.0,48.0,6.0,2.0,8.779,0.2384,5.954,2.0,0.3105,0.09427,0.2455,0.5914,0.5123,1.733,5.433,4.975,0.1306,0.2192,0.0,4.0,2.0,1.0,1.332,0.9745,0.0001771,0.03589,0.4,6.5310000000000015,2.309,44.0,0.02847,0.375,1.0,305.6,0.04849,0.1393,0.1432,0.669,0.06489
47,47,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv189_(mccloskey).mid,5.0,0,32.0,1.0,45.0,6.0,3.0,9.097,-0.5552,5.922999999999999,2.0,0.2399,0.06794,0.2569,0.6815,0.5285,1.837,4.8580000000000005,4.783,0.1071,0.1647,0.0,4.0,4.0,1.0,0.6714,0.7984,0.04819,0.02558,0.2,5.01,1.722,68.0,0.03545,0.4,5.0,36.29,0.02467,0.1464,0.1234,0.7056,0.0
